tweet,date
"beyoğlu'ndan bildiriyorum;  @ZibaPub'da 50'lik fıçı bira 14 TL, 33'lük ise 10 TL 🍻🍺🍻 #Guinness #Weihenstephan #Blanc1664 #Carlsberg #Tuborg #Kilkeny #EfesPilsen #Bomonti #Becks #Hoegaarden #DayBreak #Beer #BeerFest pic.twitter.com/1GXETKaPt0",2018-04-15
"beyoğlu'ndan bildiriyorum;  Raven Pub'da 50'lik fıçı bira 12 TL, 33'lük ise 9 TL 🍻🍺🍻 #Guinness #Weihenstephan #Blanc1664 #Carlsberg #Tuborg #Kilkeny #EfesPilsen #Bomonti #Becks #Hoegaarden #DayBreak #Beer #BeerFest pic.twitter.com/MQl94UlqD5",2018-04-15
beyoğlu'ndan bildiriyorum;  @MuafBeyoglu 50'lik fıçı biralar 12:00-19:00 saatleri arasında 15 TL 🍻🍺🍻 #Guinness #Weihenstephan #Blanc1664 #Carlsberg #Tuborg #Kilkeny #HappyHour #DayBreak #Beer #BeerFest pic.twitter.com/Znsil9oL5H,2018-04-15
En öl #tuborg  pic.twitter.com/1Y35XIzZt7,2018-04-12
fotoya bittim bir #tuborg #bira bu kadar güzel objektiften yansır  👏👏👏 pic.twitter.com/eiM5Gm1HGU,2018-04-07
Adam gibi bira için!bıyıklaŕa takılmak yok! #chile #tuborg…  https://www.instagram.com/p/BhPlet-lxvIbXIE_wSmzfc2jREpbYHFtssgSjM0/ …,2018-04-07
Bu akşam #ilberortayli gecesi #tuborg sponsorluğunda #new #kronikkitap #kartpostal pic.twitter.com/sGdTBNbYU8,2018-04-06
Bu şehir yorar adamı.. #istanbul #beer #tuborg  pic.twitter.com/iS6a9XcdCB,2018-04-06
"⚠Tuborg'un ilk Brewmaster'ı Frederik anısına özel bir seri! ♨Seride India Pale Ale, Marzen Lager, Brown Ale bulunuyor... Biz de hafta sonunun hatırına şuraya bırakalım dedik 😉 #PepeRosso #Gastropub #İzmir #Alsancak #Kordon #Cuma #Tuborg #Frederik pic.twitter.com/oOh8cvwpYQ",2018-04-06
"#00:37 #gece #gece #gider #tuborg #instagram #photography @ Kızılpınarkoy, Tekirdağ, Turkey  https://www.instagram.com/p/BhKfKdChBVg/ ",2018-04-05
"Yan yanaydık.. Ve şehir, böyle bir mucize görmemişti..☺️🧚‍♀️💞 #cemalsüreya  Kendi evin gibisi yok be dostum..☺️🧚‍♀️💞#sweetheart #bomonti #tuborg #homemood pic.twitter.com/LJQ0NMWjSQ",2018-04-04
Geleneksel Şampiyonlar Ligi Toplantısı 😂 ⚽ ⚽ Bir daha ki maç önümüzdeki bayramda 😃 #şampiyonlarligi #championsleague #galatasaray #bursaspor #carlsberg #gilbeys #tuborg #cappy #redbull #koü #bursa #eskel #tbt #ttarena #AlkolikHareketEngellenemez pic.twitter.com/YsFwlVaZ6h,2018-04-03
"Şişeyi havada kapıp dibini gördü. Sonra arkadaşına dedi ki:”Yıllardır #efes i nasıl içmişiz hacı, #tuborg iyiyiş.”  devamı haftaya...",2018-04-02
Arkası İzmir (; #tuborg #midye #kokoreç pic.twitter.com/WkdjPskFiw,2018-03-31
Kaybedenler klubu bira ve sigara gibi bi üçlü görmedim hayatımda... #yalnizlik #ayrilik #kaybedenlerklubu #SiirSokakta #siir #gece #raki #tuborg,2018-03-30
Rakı içenler samimidir. Ve daima sarı #tuborg içenler kazanacaklar,2018-03-29
Hayatımın en güzel dönemini  En kötü şekilde yaşamama sebeb olan kim varsa onların amk.💥👊 #viski #efespilsen #tuborg #bunu1yereyaz #iyigeceler🌙,2018-03-27
#tuborg #Bavyera 1 LT 🍺15 TL 🤘 Saat 20 :00'a kadar #dinozorbar #salı pic.twitter.com/PJk5fH34i0,2018-03-27
şu an ihtiyacım biraz beyaz leblebi sadece fıstık kesmedi #tuborg,2018-03-27
"Barlar sokağı sahil tüm mekanlar Efes satıyor, oturmadan Tuborg aldırır mısınız diye soruyorum. Evet diyen mekanda 4. gold sonunda itiraf ettiler meğer korkup denetleme yapan Efes yetkilisi sanıyorlarmış.. #tuborg şişe seviyoruz seni :))",2018-03-25
Cumartesi akşamı garip evde yalnız kalırsa ne içer #tuborg 😬😬  pic.twitter.com/4AuWyXlVeT,2018-03-24
"Alkol değil insanı sarhoş eden, düşündüğü neyse işte o.      #Cumartesi #alkolikhareketengellenemez #tuborg",2018-03-24
Bira kapaklarından bedava çıksın amk....#tuborg #,2018-03-24
Keşke #tuborg un Türkiye hesabını bulabilseydim @Migros_Turkiye bulur belki 😄😄,2018-03-23
"Alkol satışına karşıyım, bence alkol bedava verilmeli.  #Tuborg #Yenirakı #Efes #Zeybek #Papazkarası #Ottoman #Küp #TekirdağRakı #İstanblue #Jackdaniels #Chivasregal #Redlabel #Bomonti #Simirnoff  Ve daha sayamadıklarım...  😀",2018-03-22
“Craft Member” oldum. Tuborg’un verdiği bira eğitiminden... 🍻🍺🍻🍺🍻🍺 @tuborg @tuborg.official @fredanderik #tuborg #frederik #craftbeer #beer #bira #eğitim #workshop #tadım #degustasyon #medal #üye #member #biere #rozet #gurme #gusto #gourmand #tasting #somelier #mezuniyet pic.twitter.com/jwLGswFHk4,2018-03-22
Bu geceki #Tuborg sahnesinden 💜 @bengu yinemi süper yine mi çiçek 👍 İnşallah annemin sakatlığı…  https://www.instagram.com/p/BgmU1IpgAa-/ ,2018-03-21
Üç tane daha yuvarlasam nazi çıkarım diye korkuyom :) #tuborg @Tuborg 👍🏼 pic.twitter.com/u8DLVzX6Bk,2018-03-20
"Babam hep, ""Arızayı bulmak istiyorsan, komple dağıtman gerekir"" derdi. Öyle yapıyorum şu an. Herkese #Tuborg ile mutlu mesut yaşantılar dileriz.",2018-03-15
Güzelliğe bak güzelliğe 🔥 #tuborg  pic.twitter.com/4P43cNffdN,2018-03-15
Mekan kendinden filtreli😃 llamanın eski hali #tuborg @ The LLAMA  https://www.instagram.com/p/BgWCRWEjQZI/ ,2018-03-15
"Aydınlık olduğu sürece, yeterince yürekliyiz! #sineklerintanrısı #kitap #tuborg #iyiakşamlar pic.twitter.com/a3WUACJ51Y",2018-03-14
Kopenhag ve Danimarka denince aklima #Tuborg ve #Carlsberg gelir. https://twitter.com/dw_turkce/status/973497804827045888 …,2018-03-13
Bira gibi bira #tuborg  pic.twitter.com/DRrZbfgHlP,2018-03-08
Ne demek iki bira 18 tl? Eyyy tekel haddini bil #efes #bomonti #tuborg,2018-03-08
#tuborg şaka gibisin 😂  pic.twitter.com/uDkmamlF9y,2018-03-06
#ElAlemNeDer bilmem ama bu akşam böyle #tuborg  pic.twitter.com/FthtuDEUrU,2018-03-05
Çok mütevazi bir insandı. Şarkılarına dalıp efkarımızdan az içmedik seni #Tuborg   Işıklar içinde uyu güzel insan #MüslümGürses,2018-03-03
Ninen bira içerdi bunları unuttun mi? Bunları unutun mi?  🎶 Sahip çıkalım. #bira #beer #tuborg #Old #historical #eskiler #oldbutgold pic.twitter.com/mFw8IclsFF,2018-03-03
#tuborg yine bir showa imza atmış. #frederik yeni bebegimsin,2018-03-02
Bi frederik olsa da içsem modundayım #tuborg #frederik,2018-03-02
Adam doğuştan şekil #tuborg @tuborg @ Maritim Pine Beach Resort Belek  https://www.instagram.com/p/BfywqLtBrzt/ ,2018-03-01
Bana düşmez fakat şu yorumcular bir göt :) saha da daha çok var ama kim söylememmmmm ne keyif var bende sorma. Aç bir #tuborg,2018-03-01
33'lukten ziyade 17.50 iyidir ziraa motivasyonu arttirir. #efespilsen #tuborg sesime gel,2018-03-01
Yine geceler uzunn.. #tuborg  pic.twitter.com/5lMjRyN9vd,2018-02-28
Bira'nın Ötesinde Bir Keyif - Butiko Seramik - Birader Serisi  @artisanatvetasarim  @partumtasarim @butikoseramik #görmesektebiliriz #birakeyfi #seramik #ceramics #ceramic #beer #irishstyle #efespilsen #tuborg #bomonti #mug #homedecor #homedesign pic.twitter.com/UKfXiJMGen,2018-02-28
Kendisi adamın karköküdür ❤️#babam #antalya #tuborg @ Maritim Pine Beach Resort Belek  https://www.instagram.com/p/BftzXuuB_ZV/ ,2018-02-28
Adam gibi bira #tuborg #Cumartesi hemde en kutsalından🍺🍻 pic.twitter.com/mwizI3puF9,2018-02-24
Hatay-Arsus 'ta Roussos'da  #Tuborg Biralarimizi içtik 🙈  pic.twitter.com/TNOygyfNoi,2018-02-24
"#tuborg eger gideceksen mani olamam,düşersen sonunda yine bul beni... VEFASIZ KULLARDAN VEFA BEKLEME...  pic.twitter.com/Qgbrvqp1D5",2018-02-21
Şişe birayla kutu bira arasında neden tat farkı var? #carlsberg #tuborg #efespilsen,2018-02-18
Mademki sonumuz morg yasasin kirmizi #tuborg  pic.twitter.com/Bre44LO4zS,2018-02-17
#tuborg #gece #içelim güzelleşelim pic.twitter.com/LiWHTrMSbV,2018-02-17
Hayatımın olmazsa olmaz bir yerindesin  #tuborg için tabi hepsi :)  pic.twitter.com/kOvmOPf7Hc,2018-02-16
#EfesPilsenBoykot demek ödediginiZ vergiler azaliyor. Herkes #Tuborg icmeye başlayinca ne diye aglayacaksiniz bakalim.,2018-02-16
ilk bira icmeye kahverengi efesle baslamisdim. bira gercekden o kapagin altindaydi. ama yillar icinde o tadi kaybettiler. #tuborg @Heineken ve @carlsberg varken bu tada para vermeye degmez zaten 😄,2018-02-16
#tuborg #becks Günahini içirenlere yazın.. pic.twitter.com/0hXNtohyla,2018-02-12
"#seksenler #ve #tuborg #keyfi #cumartesi #instagram #photography @ Kızılpınarkoy, Tekirdağ, Turkey  https://www.instagram.com/p/BfByIpIBsPK/ ",2018-02-10
Let the weekend begin! #tuborg cu değiliz normalde ama özel serisi #frederik Tuborg’a bakış…  https://www.instagram.com/p/Be-vleQAMN4/ ,2018-02-09
Uzun bir sürenin ardından ara verdiğimiz ilişkimize devam edicez seni çok seviyorum #tuborg,2018-02-08
Evde yapilan birayami kaldiniz #BoykotEfesPilsen  adam gibi bira #Tuborg,2018-02-07
Afiyet olsun natali hanim. tuzlu fistik #Tuborg,2018-02-06
#EfesPilsen içmiyoruz Yeğenim le bu akşam Biraciyiz #Tuborg Candir  pic.twitter.com/8K8cXLJ8j8,2018-02-06
#EfesPilsenBoykot  olayinin daha once boykot yiyen yasar holding gurubuna yaramasi ilginc oldu :) #tuborg,2018-02-06
#Boykotefespilsen sen işi gücü bırakıp evde bira yapanla uğraş yaşasın #TUBORG GOLD,2018-02-05
10 kapak getirene bira yapım kiti dağıttığın an pazarın tek sahibisin #tuborg #EfesPilsenBoykot,2018-02-04
Tadımız kaçmasın #tuborg @Tuborg pic.twitter.com/g1sL1IWK6h,2018-02-03
Dur daha ne içtik #tuborg @ kula Su Deposu  https://www.instagram.com/p/BevWBuBBpn9/ ,2018-02-03
"""Adamım, kaygan kanun bu düşerim, uyamam!"" #tuborg #nevizade #taksim #bira #öylekolaysa  https://www.instagram.com/p/BevKW47Dyao/ ",2018-02-03
#BoykotEfesPilsen evde mekanda fark etmez her zaman #Tuborg kalp kalp  pic.twitter.com/B5p3fhY3hZ,2018-02-03
"sekerden efesin tadi kacdi zaten... nerde o esgi gaverengi siselerdeki tat.  bira bir zamanlar o kapagin altindaydi, artik bence #tuborg turkiyede cikan en iyi bira. bir da #Heineken https://twitter.com/y_janz/status/959556275892727808 …",2018-02-03
Hızlı mı oldu ne?! #tuborg'la cila  https://www.instagram.com/p/BetXpz8Ahob59TV7GIFDOuIOZ9ZwFzb3JoenjU0/ …,2018-02-03
Cila olmazsa olmaz #tuborg  https://www.instagram.com/p/BetSy98gHDGqBqMHEP-NuQsH7EUqG-aUrPjge40/ …,2018-02-02
"#EfesPilsenBoykot yapmayalım istiyoruz, zaten Efes’i bırakalı belki 5 yıl oluyor ama #bomonti seviyoruz. Böyle aç gözlü tiplere meydanı bırakmamak için bundan sonra #tuborg .! Akıllanırlar inşallah.",2018-02-02
Ne #efes ne #tuborg yaşasın tam bağımsız #mythos 😂 @ Antalya Kas  https://www.instagram.com/p/Besuc8IHdHJ/ ,2018-02-02
#Tuborg adamdır.,2018-02-02
Bize bisey degismiyo zaten efes icmiyoduk. Turkiyede #tuborg disarda #Leffe,2018-02-02
Efes icen soguk at sidigi de icer dedigimizde kimi vizyonsuzlar bize kiziyordu.   #Tuborg,2018-02-02
#Tuborg un Tuncay Özilhan`a teşekkür etmesi hatta plaket vermesi gerekir. Zira adamın sırtına reklam verseler bu kadar etkili olmazdı. #BoykotEfesPilsen #tuborgcuyuz biz. pic.twitter.com/SDORTqromH,2018-02-02
#tuborg ❤️ ben (zaten hep sevmistim) #BoykotEfesPilsen,2018-02-02
"En dandik birayı üretiyor.her şişe birbirinden bağımsız en kötü tat,nasil beceriyorlar ayri bi yetenek orasıda.#Tuborg a rakip olamadık de lafı uzatma #BoykotEfesPilsen",2018-02-02
"Evde yıkanıyoruz diye hamamcılar cemiyeti hükümete şikayette bulunacakmış... #BoykotEfesPilsen Madem sonumuz morg, yaşasın #Tuborg",2018-02-02
Bosuna mi #Tuborg ictik bunca yil? #BoykotEfesPilsen vergi cok diyemiyor da evdererororerore,2018-02-02
Biz zaten hep Tuborgcuyduk!!! #tuborg #Tuborgcuyuz #EfesBOYKOT #EfesPilsenBoykot pic.twitter.com/a1KJ6M4jy8,2018-02-01
Evde bira yapmıyorum ama #Tuborg u seviyorummm #BoykotEfesPilsen pic.twitter.com/bvmpjez2Hn,2018-02-01
"İçtiğim, severek içebildiğim tek biraydın #Efes..   Geçmiş olsun..   Alışacağız demek ki #Tuborg içmeye..   Seni...  https://fb.me/7972XwBho ",2018-02-01
900.Geleneksel Buluşmamız #jti #phillipmorris #fıstıkyiyoruzbiz 😉 #carslbergbeer #tuborg 🍻🍻🍺🍺 @…  https://www.instagram.com/p/BeqqrCqlMQw/ ,2018-02-01
Hahahahahahahahaha gecenin en güzel esprisini yapmış🍺🍺🍺bu yüzden yaşasın #TUBORG,2018-02-01
Ev birası değil de #tuborg gold vurdu sizi patron. Tuborg olmayan mekanda bira içmiyorum artık...,2018-02-01
Ben zaten #Tuborg içiyorum o yüzden bişey farketmiyor,2018-02-01
"Once #vestel yuzunden ithal telefonlara esek gibi vergi, simdi de #efespilsen yuzunden evde biraya.  Biz zaten #tuborg cuyuz kanka bosver zates efes pilsen tahillarini da yurt disindan ihrac ediyor. Hadi bakalim #boykotefespilsen https://eksisozluk.com/boykotefespilsen--5560708 …",2018-02-01
#BoykotEfesPilsen  Haklısın böyle kimse yapamazdı . adamgibi bira #tuborg . halk düşmanı efes.,2018-02-01
"Kardeşim iki marketim var ikisindede bu saatden sonra efes yok . vatandaşla uğraşacagınıza , devlete söyleyin vergiyi düşürsun . #BoykotEfesPilsen %5 arayacaksınız adamgini bira #tuborg demek en iyisi . bu arada markete gelenede özel olarak açıklama yapılaçaktır itinayla :)",2018-02-01
#BoykotEfesPilsen Tuborg her zaman daha iyiydi artik herkes adam gibi bira içecek  #tuborg,2018-02-01
Zaten sevmezdim #BoykotEfesPilsen #Tuborg a devam,2018-02-01
#BoykotEfesPilsen yaşasın #Tuborg ❤❤❤,2018-02-01
Bu boykota #tuborg un indirip yaprak deseltek vermesini bekliyoruz #BoykotEfesPilsen,2018-02-01
#BoykotEfesPilsen  yaşasın #Carlsberg ve #Tuborg,2018-02-01
@yilin alkoligi odulunu bana verdiler #tuborg  pic.twitter.com/OZwilwUp0g,2018-02-01
"devleti, milletin evinin içine kadar sokturdunuz ya helal olsun. adam gibi bira #tuborg 'a devam..  #BoykotEfesPilsen !!!",2018-02-01
Sen ödemiyorsun diye biz içtiğimizin yarısını vergi veriyoruz. Zaten arkadaşların #Tuborg ısrarına dayanma gücüm de kalmamıştı. Demek ki Tuborg cidden canmış. Satışların daha da düşecek emin ol!  #BoykotEfesPilsen pic.twitter.com/fuQJZMfF1D,2018-02-01
Fırsatı değerlendirmenizi bekleyen milyonlar var. #Tuborg #BoykotEfesPilsen,2018-02-01
#BoykotEfesPilsen zaten son 5 yıldır #tuborg içiyorduk,2018-02-01
E biz boykota başlayalı yıllar oldu ki! #Tuborg var  https://twitter.com/solhaberportali/status/959049697351622656 …,2018-02-01
Olum neyini boykot ediyonuz gördüğüm herkes #tuborg içiyor 😂😂 #BoykotEfesPilsen,2018-02-01
Caaanım #tuborg varken ne efesi #BoykotEfesPilsen,2018-02-01
"Almaza lübnan birası,tadı harika,bunu getirecek bir firma yok mu?  Tabi sakın lisans alip burda uretmeyin,olmuyor malum aynisi...  We wanna see @AlmazaLeb in turkey.  @Tuborg @AlmazaLeb @TurkTuborg #tuborg #BoykotEfesPilsen",2018-02-01
"Normalde bu boykot geyiklerine katılmıyorum ama #EfesPilsenBoykot konusunda destekçiyim! loxnip #tuborg ile bende varım diyor, ya siz dhdjskdjd",2018-02-01
#BoykotEfesPilsen #net yüklen #rakı ya #tuborg a ....,2018-02-01
Ben zaten #Tuborg içiyorum adam gibi bira! Efes ney la con con birası 😬 #BoykotEfesPilsen,2018-02-01
Yıllardan beri Tuborg içiyordum. Ara sıra gittiğim yerde yoksa Efes ürünü kullanıyordum ancak artık kullanmam.   #EfesPilsenBoykot      Efes Pilsen batsın !   #tuborg,2018-02-01
Şişman efes içeceğine ince cumali tuborg iç 👍🍻🍻 @Tuborg #EfesPilsenBoykot #efes #tuborg,2018-02-01
#BoykotEfesPilsen vergilere itiraz etsene! Bundan sonra #Tuborg iciyoruz kusura bakma...,2018-02-01
Zaten #Tuborg içiyorduk  #BoykotEfesPilsen,2018-02-01
Ulkede ki gobelikli yurttas sayisinin en az %60 i  sizin sayenizde oldu! Ben #Tuborg iciyorum malt candir! #BoykotEfesPilsen,2018-02-01
"Tahminimce Anadolu Grup CEO'su #Tuborg'dan güzel bir teklif almış olsa ki, #Efes'deyken müşterileri Tuborg'a pasliyor.😅 #BoykotEfesPilsen https://twitter.com/bbcturkce/status/959047895197671426 …",2018-02-01
#tuborg siz de biraz akıllı yönetici varsa Efes pilsen bu saatten sonra tarih olur...,2018-02-01
#BoykotEfesPilsen  hala Efes içen varsa tabii. #tuborg candır.,2018-02-01
#BoykotEfesPilsen #tuborg efes migroslarda küçük esnafı ezecek fiyatlara bira sattığı sürece biz tekel bayiler olarak müsterilerimizi tuborg içmeye yönlendirmeye devam edeceğiz #tuborg,2018-02-01
Efes migroslarda küçük esnafı ezecek fiyatlara bira sattığı sürece biz tekel bayiler olarak müsterilerimizi tuborg içmeye yönlendirmeye devam edeceğiz #tuborg,2018-02-01
Boşuna demiyoruz #Tuborg Adam gibi bira.    #BoykotEfesPilsen,2018-02-01
Adam gibi bira #tuborg  Ah be Bomonti sana da yazık oldu bee😎 #BoykotEfesPilsen,2018-02-01
Tuborg'un yerinde olsam bunu fırsat bilip bira fiyatını 5 TL'ye çekerim. Efes Pilsen sonsuza kadar piyasadan yok olur. #BoykotEfesPiksen #Tuborg,2018-02-01
"Bomonti içende bizden değildir.  Çünkü bu üründe efes adı altında üretiliyor. Ayrıca bunun yanı sıra Anadolu grubu nun markaları olan, milller, beck's, kozel gibi markalarıda artık tüketmemeye davet ediyoruz. Sağılacak inek falan değiliz. #ForzaTuborg #TUBORG #BoykotEfesPilsen",2018-02-01
#BoykotEfesPilsen @AnadoluGrubu na ait hiç bir ürün alınmamalı. Sadece #efespilsen değil hiç bir ürünü ne alınmalı ne de aldırılmalı. Almayanlar alanlara mani olmalıdır. İçeceksek bundan sonra #AdamGibiBira #Tuborg içelim.  Çok yanlış yaptın tuncay özilhan! #boykot #EfesBOYKOT,2018-02-01
Biz zaten #tuborg içiyoruz 🍻  pic.twitter.com/OZHeoZ60mJ,2018-02-01
Biz zaten 3 yıl önce bıraktık Efesi... #Tuborg daha güzel bira yapmaya başladı...  #BoykotEfesPilsen,2018-02-01
#BoykotEfesPilsen ne kullaniyorsun standart biranda kalitesi o kadar kotu forza #tuborg viva #carlsberg,2018-02-01
İcilecek bira Tuborg zaten hocam digerine insanlarin sacma bir sempatisi var anlamsiz icimi tadi kokusu herseyi bin basar #tuborg,2018-02-01
Su gibi bira kardeşim #BoykotEfesPilsen iyiki varsın #tuborg,2018-02-01
"sahibi olduğu Migros'larda Efes pilsen'i ucuza satan değil , her zaman küçük esnafın yanında olan değer veren #Tuborg 'un yanındayız 😎 #efespilsenboykot",2018-02-01
#BoykotEfesPilsen #Tuborg 'un askerleriyiz,2018-02-01
#boykotefespilsen zaten yıllar önce bıraktım efes'i. yaşasın #hoegaarden #leffe #weihenstephaner !! #tuborg #cheers #şerefe pic.twitter.com/lXMLoi8yi5,2018-02-01
#tuborg un şişesi daha güzel #boykotefespilsen https://twitter.com/merrkuri/status/959029774298632192 …,2018-02-01
Yerli marka hemen para için sattı milleti.. oysa Tuborg öyle mi? Tuborg yakışıklı Tuborg güzel Tuborg sakinken altın heycanlıyken kırmızı.  Canımsın #Tuborg,2018-02-01
Sonunda #Tuborg kazanacak #BoykotEfesPilsen bugunleri de gorecegiz 🍻,2018-02-01
Yaşasın #Tuborg ve #ButikBira 😎🍻 #BoykotEfesPilsen,2018-02-01
"Glukoz şurubu kullanan efese zamanında ""Adam Gibi Bira"" sloganı ile tarihi ayar veren #Tuborg artık milli içeceğimiz sensin.  Cheersssss 🍻🍻🍻🍻 #BoykotEfesPilsen",2018-02-01
Evde bira yapmak ile uğraşmıyorum yapana saygı duymakla beraber ama ağzımın tadını bildiğim için alırsam da #Tuborg alıyorum... #BoykotEfesPilsen,2018-02-01
#BoykotEfesPilsen bu yüzden #AdamGibiBira #Tuborg amk.,2018-02-01
"Bugüne kadar #tuborg un hep karşısında durdum, ama bu konudan sonra efes pilsen alacağımı sanmıyorum. #BoykotEfesPilsen",2018-02-01
#tuborg içmeye devam,2018-02-01
KIRMIZI #TUBORG un MÜKEMMELLİĞİ🤩 #BoykotEfesPilsen,2018-02-01
Evde bira yapanlardan vergi alınınca herkesin Efes içeceğini zannediyor Tuncay Özilhan bey. Bizim için her zaman #BoykotEfesPilsen Yaşasın #Tuborg #EvdekiBiramaDokunma,2018-02-01
Bir zamanlar basketbol ligimizde #tuborg’unda takımı vardı. Vaybe bira markasının takım ismi olduğu günlerden yavaş yavaş alkolün dolaylı yollardanda olsa yasaklanmaya çalışıldığı günlere yol alıyoruz.,2018-02-01
Bir basketbol sever olarak @alper11yilmaz ve ekibinin #Euroleague de takımı düşürdükleri rezalet durumdan beri #BoykotEfesPilsen diyorum zaten ayrıca uzunca bir dönendirde #Tuborg tercih ediyorum.,2018-02-01
"Aslında bir bakıma başladılar da. #garaguzu nun piyasaya bomba gibi girmesinden sonra #butikbira hareketine kayıtsız kalmayarak önce #Efespilsen #brewmasterseries çıkardı, ardından #tuborg un #frederick serisi çıktı.Şimdi de #redale den sonra heyecanla  #bomontiblack i bekliyoruz",2018-02-01
"lezzetleri aramasının bir yansıması.Son yıllarda gerek #anadolugrubu gerek #tuborg gerekse #craftbeeristanbul gibi firmaların getirdiği import biralar bira severlerin damak tadını geliştirdi,burda büyük üreticilerin yapması gereken bu harekete yeni butik ürünlerle cevap vermesi +",2018-02-01
"Zaten içmezdim. Zaten sevmezdim. Şimdi tam oldu. Seni satan puba, mekana da gitmem artık. #BoykotEfesPilsen Yaşasın #tuborg",2018-02-01
Ne miller'i #Tuborg un üzerine bira tanımam #BoykotEfesPilsen,2018-02-01
Zaten efes sevmem.yaşasın #tuborg #BoykotEfesPilsen,2018-02-01
Ticari bir faaliyet yok ki ortada vergi oluşsun. @AnadoluGrubu nun pazar kaybını böyle bir bahaneye bağlaması çok komik. Bunun yanında Türk butik biracılığının büyümesi tam aksine pazar ı büyüttüğü için #efespilsen #tuborg gibi mass üretim yapan firmaların lehine olan bir durum.,2018-02-01
"Zaten biranız bok gibi #BoykotEfesPilsen, Adam gibi bira #tuborg",2018-02-01
totoş efese bak sen.insanların yaptığı birayı şikayet edeceğine toton yiyorsa ödediğimiz vergileri söyle o devlete 🤪 yaşasın #tuborg kardeşliği,2018-02-01
Eeee zaten #Tuborg içerek boykottayız  #BoykotEfesPilsen,2018-02-01
"#TuncayÖzilhan evde birasını yapan vatandaşa yürüyeceğine, 3 liralık biranın neden 9 liraya satıldığını sorgulasın! #Tuborg zaten son 5 yılda ağzınızın payını verdi.. Demek durum o kadar vahim ki kendi ipini bu şekilde çekme gereği görmüş.Beter olun bin beter. #BoykotEfesPilsen",2018-02-01
#Tuborg 'çuyuz Zaten 👊#BoykotEfesPilsen,2018-02-01
Amk davarina bak bide sikayette bulunuyo #BoykotEfesPilsen yapalimda gor ebenin horekesini yasasin #tuborg,2018-02-01
Ben zaten #TUBORG #GOLD severim 🤣🤣  https://fb.me/1ERodoPHm ,2018-02-01
"Bak salağa bak. Devlet biradaki vergiyi düşürsün demiyo da, bize sokmaya çalışıyo. Dışarıda #tuborg evde benim yaptığım ulan. 🖖  https://twitter.com/sputnik_tr/status/958930409621946368 …",2018-02-01
"#EfesPilsen tüketme tükettirme!! Yaşasın ev birası, yaşasın #tuborg  https://twitter.com/RusyaRehberi/status/958913612772532224 …",2018-02-01
RAKI VE BİRA KAPAKLARINDA BEDAVA CIKSIN !! #Efes #Tuborg #yenirakı #tekirdağrakı,2018-01-30
"Şu tabloya percemi düzleştirilmiş, düşük bel kotlu, küfürbaz, dibi gelmiş sarı saçlı esmer bir kız yakışırdı. #tuborg #doğan pic.twitter.com/KJTfS5baOC",2018-01-27
#tuborg istanbul ile izmir'de satilan gold'larin tadlari arasinda daglar kadar fark var ?,2018-01-23
" https://vocaroo.com/i/s0DAPJwWsVUJ  Ben Sevdalı, Sen Belalı. #ankara #çankaya #gitar #keyfi #tuborg #bira #eşliğinde #canlı #müzik",2018-01-18
"İçimde yılgın rüzgarın ayak sesleri, sende daha yeni yeni kavak yelleri...   https://vocaroo.com/i/s0ksqBHec6RW  #ankara #çankaya #evim #gitarkeyfisi #tuborg #bira",2018-01-18
Manno bar’da perşembe #pakodoğan iletişim : 05339692245 #taksim #beyoglu #livemusic #bira #tuborg  https://www.instagram.com/p/BeF7OOkA2l2/ ,2018-01-18
Hello Dude! #tuborg @ İzmir Province  https://www.instagram.com/p/Bd-tMkSB6qNbfElLm8oYWubLyCpAzRlNjxvwTs0/ …,2018-01-15
Alkol işinizi engelliyorsa işinizi bırakın...#tuborg#alcohol#cinayet  pic.twitter.com/vjc0cBJp1d,2018-01-12
"#Tuborg, Toplu İş Sözleşmesi Görüşmelerinde Anlaştı -  http://eborsahaber.com/88928/2018/sirket-haberleri/tuborg-toplu-is-sozlesmesi-gorusmelerinde-anlasti/ … pic.twitter.com/hR1z8M6oYo",2018-01-11
"Antalya'dan klasik bir ""iyi pazarlar"" postu :) #tuborg #gold #tuborggold #beer #bira #türktuborg…  https://www.instagram.com/p/BdpleZOgU1z/ ",2018-01-07
"Hayat sevince, paylaşınca güzel! #sosyalöküz #öküz #rakı #yüreğir #adanalı #tuborg #efes #miller #gold #bira #tekel #alkol #adana #cumartesiler #cumartesi #yenirakı #Tekirdağ #gezme #gezmece #bar #içmeler #birahane #pup #gazino pic.twitter.com/D6P1WZLgye",2018-01-06
Tuborg'un Adam gibi bira olmasinin tek sebebi; kadinlarin surekli miller icmeleri... #Bilmekİstiyorum #tuborg #DiyesimVar,2018-01-04
Yılbaşı Akşamından kalan bir kare 👉 #Frederik #BrownAle 🍻 Köpük yetersiz olmuş... 😯 #TurkTuborg #Tuborg #beer #bira #бира #piwo #bier #bière #birra #пиво #pivo #cerveza #cerveja #μπύρα #olut #sör #Øl #Alus #Beerporn #Beerstagram #BeerGeek #InstaBeer #CraftBeer #CraftBira pic.twitter.com/McCglFHH0M,2018-01-03
Akşamdan kalmalar  #1Ocak #yenirakı #efes #tuborg #bomonti #rakıbalık #tekirdağ pic.twitter.com/uAYA0klWV9,2018-01-01
2018 herkese mutluluk iyilik sağlık getirsin sana ise kırmızı #tuborg,2018-01-01
